Ticker,Description,Open,High,Low,Price,Ask,Bid,Change from Open,Change from Open %,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,Volatility,Volatility Week,Volatility Month,Region,Group,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern
EURDKK,EURO / DANISH KRONE,7.45582,7.45817,7.45582,7.45762,7.45839,7.45715,0.0018,0.02414221,0.00093,0.01247202,0.01488632,0.01488632,0.04158551,0.05527604,0.12593579,0.07326735,0.27604883,0.29169183,0.031519,0.05615447,0.06575437,Europe,Exotic,7.456371,7.4537198,7.4512522,7.44806909,58.255119,0.00406308,7.45275595,7.45998605,
USDHKD,U.S. DOLLAR / HONG KONG DOLLAR,7.82805,7.83171,7.828,7.83035,7.83102,7.83061,0.0023,0.02938152,0.00182,0.0232483,-0.00446959,-0.00446959,0.12979208,-0.05003657,0.11430164,-0.24116862,-0.2414228,0.26698252,0.04739397,0.05789525,0.07557864,Asia,Exotic,7.825747,7.8262824,7.8261946,7.8331719,53.32791414,0.00588577,7.81382632,7.83766768,
USDSAR,U.S. DOLLAR / SAUDI ARABIAN RIYAL,3.7485,3.7505,3.7485,3.7505,3.7507,3.7505,0.002,0.05335468,0.002,0.05335468,0.05869327,0.05869327,0.04001067,0.04908421,0.06456639,0.03200597,-0.19957424,-0.14643237,0.05335468,0.04641991,0.07830694,Middle East,Exotic,3.7490485,3.7487372,3.7485284,3.7500177,58.29491508,0.0029392,3.74676684,3.75133016,Marubozu White
USDINR,U.S. DOLLAR / INDIAN RUPEE,83.23,83.27,83.18,83.18,83.23,83.18,-0.05,-0.06007449,-0.05,-0.06007449,0.14929686,0.14929686,-0.01442446,0.57433045,0.53421644,1.68704156,2.12149487,0.58405988,0.10819909,0.16814668,0.2429452,Asia,Exotic,83.0765,82.90336,82.56887,82.34392,55.62996717,0.19256994,82.80074177,83.35225823,
EURSGD,EURO / SINGAPORE DOLLAR,1.44109,1.4424,1.4399,1.44216,1.4434,1.4422,0.00107,0.07424935,0.00166,0.11523776,-0.13433973,-0.13433973,0.07008292,-1.37728236,-2.08969815,-0.69820285,1.52767413,0.59008161,0.17362317,0.40174733,0.4056402,,Exotic,1.4503475,1.4620902,1.4630907,1.45143695,37.67836838,0.00612897,1.43381175,1.46688325,
EURRON,EURO / ROMANIAN LEU,4.9735,4.9795,4.9682,4.9682,4.9702,4.9682,-0.0053,-0.10656479,-0.0052,-0.10455624,-0.08245681,-0.08245681,-0.11058166,0.46306594,0.30890993,0.79570215,0.61158364,0.4610345,0.22744656,0.17225538,0.17566859,Europe,Exotic,4.96984,4.95345,4.9523473,4.93735835,54.00090519,0.00880388,4.96170799,4.97797201,
CHFEUR,SWISS FRANC / EURO,1.0377,1.0397,1.037,1.0386,1.0394,1.0386,0.0009,0.08673027,0.0011,0.1060241,0.53237828,0.53237828,0.52264808,-0.81176583,1.32682927,2.64874481,1.63421078,2.84186553,0.26036644,0.42163259,0.3670441,Europe,Minor,1.039415,1.04209,1.035437,1.023114,48.35170066,0.00378308,1.03009314,1.04873686,
CADSGD,CANADIAN DOLLAR / SINGAPORE DOLLAR,0.9977,0.9981,0.9955,0.997,0.9978,0.997,-0.0007,-0.07016137,-0.0007,-0.07016137,-0.86506911,-0.86506911,-1.92799528,0.04013646,-1.50167951,1.09511255,-5.34510586,0.85988872,0.26117529,0.51302442,0.39920787,,Exotic,1.00763,1.003782,1.006046,0.9960895,36.7966667,0.00403416,0.995821,1.019439,
SGDCHF,SINGAPORE DOLLAR / SWISS FRANC,0.6679,0.6691,0.6673,0.6673,0.6674,0.6673,-0.0006,-0.08983381,-0.0006,-0.08983381,-0.31371377,-0.31371377,-0.43270665,2.33093084,0.87679516,-1.78098322,-2.96640977,-2.92406168,0.26974374,0.53075716,0.42473243,,Exotic,0.66243,0.65535,0.659197,0.672774,64.91003029,0.00304673,0.65022638,0.67463362,Shooting Star
CHFSGD,SWISS FRANC / SINGAPORE DOLLAR,1.49475,1.49863,1.49454,1.49835,1.49883,1.49836,0.0036,0.24084295,0.00367,0.24553751,0.38523382,0.38523382,0.62118058,-2.19200616,-0.81487562,1.96533444,3.1275165,3.38653253,0.2736628,0.55712377,0.44392063,,Exotic,1.5076275,1.5238422,1.515244,1.48543425,36.84303216,0.00715127,1.47997493,1.53528007,
CHFGBP,SWISS FRANC / BRITISH POUND,0.8982,0.9005,0.8982,0.8985,0.8993,0.8985,0.0003,0.03340013,0.0005,0.05567929,0.34621398,0.34621398,0.46964106,0.39106145,2.54508103,1.18243243,1.02316168,0.54834378,0.27833445,0.42181492,0.39882442,Europe,Minor,0.898065,0.896602,0.890597,0.8905575,52.69330806,0.00368332,0.89445652,0.90167348,"Long Upper Shadow, Shooting Star"
USDCNH,U.S. DOLLAR / OFFSHORE CHINESE YUAN,7.31805,7.32417,7.30353,7.30353,7.30473,7.30314,-0.01452,-0.19841351,-0.01494,-0.20414103,0.14493429,0.14493429,-0.22595412,0.44283508,0.67877077,6.17926318,3.87021077,5.73226185,0.28260307,0.28444843,0.37812446,Asia,Exotic,7.304519,7.2779268,7.2199592,7.0450491,51.49602691,0.0271407,7.2664546,7.3425834,
GBPDKK,BRITISH POUND / DANISH KRONE,8.6105,8.6231,8.5983,8.61858,8.6208,8.6183,0.00808,0.09383892,0.00651,0.07559158,0.32547127,0.32547127,0.12639846,-1.11090713,-1.05868577,1.6026869,0.93455974,2.69628111,0.28842911,0.37207305,0.43651437,Europe,Exotic,8.626206,8.6598788,8.6601265,8.5524278,46.79248869,0.03685824,8.55109602,8.70131598,
GBPEUR,BRITISH POUND / EURO,1.15484,1.15638,1.15296,1.15574,1.15583,1.1557,0.0009,0.07793287,0.00083,0.07186707,0.20287845,0.20287845,0.07273357,-1.17657118,-1.17488114,1.46971027,0.61899828,2.30503674,0.29662781,0.35572048,0.42283588,Europe,Minor,1.156926,1.1617952,1.1622005,1.1484445,46.06009522,0.00478259,1.14726196,1.16659004,
EURGBP,EURO / BRITISH POUND,0.86516,0.86741,0.8647,0.86522,0.86523,0.86519,0.00006,0.00693513,-0.00026,-0.03004113,-0.16961082,-0.16961082,-0.00577854,1.25216496,1.23913272,-1.39381161,-0.55742641,-2.21735003,0.31340349,0.37283671,0.44212576,Europe,Minor,0.8638885,0.8602506,0.8599739,0.8704126,55.02879452,0.00373382,0.85670974,0.87106726,Long Upper Shadow
CADGBP,CANADIAN DOLLAR / BRITISH POUND,0.5991,0.5998,0.5978,0.5978,0.5986,0.5978,-0.0013,-0.21699215,-0.0012,-0.20033389,-0.91165258,-0.91165258,-2,2.67949158,1.85721588,0.38623006,-7.28908189,-1.91960623,0.33456005,0.59316241,0.48964985,Americas,Minor,0.59876,0.589984,0.590953,0.5971485,52.0387366,0.00299417,0.58491249,0.61260751,
CHFDKK,SWISS FRANC / DANISH KRONE,7.7356,7.7564,7.7304,7.7481,7.7498,7.7484,0.0125,0.16159057,0.0086,0.11111829,0.53719491,0.53719491,0.54632754,-0.74809454,1.46405982,2.76362681,1.92990765,3.11277315,0.33633447,0.49528696,0.42601367,Europe,Exotic,7.751946,7.7695854,7.7178386,7.6226252,49.12300925,0.03297464,7.68142537,7.82246663,
CADEUR,CANADIAN DOLLAR / EURO,0.6924,0.6928,0.6904,0.6913,0.6917,0.6913,-0.0011,-0.15886771,-0.001,-0.14444605,-0.71808129,-0.71808129,-1.94326241,1.46778218,0.65521258,1.85649035,-6.73232596,0.319257,0.34762457,0.56772617,0.56320312,Americas,Minor,0.6946,0.686346,0.687435,0.6861465,48.20653364,0.0038814,0.68368634,0.70551366,
EURCHF,EURO / SWISS FRANC,0.96287,0.96474,0.96133,0.96239,0.9626,0.96225,-0.00048,-0.04985097,-0.00055,-0.05711675,-0.49113882,-0.49113882,-0.48805203,0.84245822,-1.30952869,-2.5487059,-1.56189268,-2.73190354,0.3547169,0.50593845,0.44365584,Europe,Minor,0.9614025,0.9589454,0.9651381,0.9769222,52.11558679,0.0042223,0.95273881,0.97006619,
JPYEUR,JAPANESE YEN / EURO,0.0063861,0.006405,0.0063813,0.0063841,0.0063849,0.0063841,-0.000002,-0.03131802,-0.0000025,-0.03914446,0.8180282,0.8180282,0.29850277,0.98228409,0.15845623,-8.18207968,-8.07631389,-10.37343816,0.37139768,0.64701901,0.60879344,Asia,Minor,0.00634945,0.0063403,0.00642418,0.00669037,55.76189946,0.00003876,0.00630113,0.00639776,Long Upper Shadow
GBPSGD,BRITISH POUND / SINGAPORE DOLLAR,1.66439,1.66724,1.66105,1.6668,1.66724,1.6669,0.00241,0.14479779,0.00234,0.14058614,0.08406389,0.08406389,0.14479779,-2.56278352,-3.25501486,0.74708058,2.10607564,2.90540457,0.37265585,0.55489393,0.47542178,,Exotic,1.677873,1.698884,1.7005801,1.6671933,35.43649202,0.00840625,1.64834688,1.70739912,
GBPCHF,BRITISH POUND / SWISS FRANC,1.11235,1.11388,1.10972,1.11233,1.11251,1.11231,-0.00002,-0.001798,0.00037,0.03327458,-0.32260088,-0.32260088,-0.44482234,-0.36634958,-2.42804888,-1.13237399,-0.97923139,-0.52584041,0.37486934,0.53271733,0.48796013,Europe,Minor,1.112573,1.114424,1.1219924,1.12201885,47.87238179,0.00556151,1.10799205,1.11715395,Doji
JPYCAD,JAPANESE YEN / CANADIAN DOLLAR,0.009219,0.009252,0.009219,0.00923,0.009238,0.00923,0.000011,0.1193188,0.000013,0.14104372,1.5625,1.5625,2.28280142,-0.46371185,-0.46371185,-9.83686627,-1.43101239,-10.64859632,0.37965072,0.7407136,0.63473831,Asia,Minor,0.0091357,0.00923282,0.00933966,0.00974549,56.76456285,0.00005858,0.00899551,0.00927589,Inverted Hammer
JPYGBP,JAPANESE YEN / BRITISH POUND,0.005525,0.005541,0.00552,0.00552,0.005528,0.00552,-0.000005,-0.09049774,-0.000004,-0.0724113,0.63810392,0.63810392,0.23606319,2.20329569,1.37741047,-9.49335957,-8.62439993,-12.36704239,0.38043478,0.64357072,0.53559373,Asia,Minor,0.00548275,0.00545198,0.00552237,0.00582402,58.15714452,0.0000309,0.00541278,0.00555272,"Long Upper Shadow, Shooting Star"
GBPRON,BRITISH POUND / ROMANIAN LEU,5.746,5.7532,5.7313,5.7424,5.7444,5.7424,-0.0036,-0.06265228,-0.0036,-0.06265228,0.05924377,0.05924377,-0.05743426,-0.7346713,-0.89228698,2.08529626,1.20906623,2.6803755,0.38211226,0.36017261,0.43257518,Europe,Exotic,5.752045,5.757206,5.758525,5.6738875,47.15131603,0.0249881,5.70654179,5.79754821,
SGDJPY,SINGAPORE DOLLAR / JAPANESE YEN,108.582,108.716,108.299,108.533,108.65,108.533,-0.049,-0.04512718,-0.044,-0.04052424,-0.71808851,-0.71808851,-0.27840053,0.48979667,2.0133282,9.75678819,7.23015363,11.13238652,0.38504511,0.70017628,0.54734743,,Exotic,108.4832,107.74622,106.30762,103.04297,52.82881088,0.62547902,107.60878303,109.35761697,
USDSGD,U.S. DOLLAR / SINGAPORE DOLLAR,1.37076,1.3723,1.36697,1.36706,1.36721,1.36706,-0.0037,-0.26992325,-0.00361,-0.26337485,0.13624377,0.13624377,-0.30846867,0.90269628,1.04215941,2.77332972,-3.90411922,2.00798418,0.38991346,0.46467925,0.38038802,Asia,Exotic,1.3656365,1.3564836,1.3492277,1.340778,55.60225544,0.00555483,1.35784748,1.37342552,
CHFCAD,SWISS FRANC / CANADIAN DOLLAR,1.4982,1.5038,1.4982,1.502,1.5036,1.502,0.0038,0.2536377,0.0041,0.27371654,1.27435776,1.27435776,2.51859941,-2.21354167,0.68373777,0.80536913,9.0064591,2.53259608,0.3938059,0.62036895,0.54752287,Europe,Minor,1.495885,1.5179,1.505814,1.490697,50.83509664,0.00851839,1.46192159,1.52984841,
JPYCHF,JAPANESE YEN / SWISS FRANC,0.006152,0.006166,0.006141,0.006141,0.006145,0.006144,-0.000011,-0.17880364,-0.000009,-0.14634146,0.29397354,0.29397354,-0.27606366,1.77328472,-1.19066774,-10.61135371,-9.46483857,-12.57118451,0.40709982,0.72565218,0.60080037,Asia,Minor,0.0061046,0.00608002,0.00620023,0.0065387,56.507303,0.0000383,0.00602596,0.00618324,
