Ticker,Description,Open,High,Low,Price,Ask,Bid,Change from Open,Change from Open %,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,Volatility,Volatility Week,Volatility Month,Region,Group,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern
USDHKD,U.S. DOLLAR / HONG KONG DOLLAR,7.8301,7.8326,7.83,7.83158,7.83157,7.83056,0.00148,0.01890142,0.00138,0.01762407,0.01123782,0.01123782,0.03550991,-0.11669832,0.13002771,-0.22549839,-0.22486282,0.28273257,0.03320562,0.04843661,0.0751284,Asia,Exotic,7.825355,7.8270016,7.8263582,7.83328585,54.85151207,0.00563596,7.81484834,7.83586166,
EURDKK,EURO / DANISH KRONE,7.4566,7.45857,7.4557,7.45675,7.45724,7.45613,0.00015,0.00201164,-0.00012,-0.00160925,0.00321866,0.00321866,0.01341247,0.0485702,0.11425518,0.06159288,0.24790577,0.27999188,0.03849404,0.05626182,0.05813037,Europe,Exotic,7.4563385,7.4538594,7.4513463,7.44817374,55.70471102,0.00397786,7.45292113,7.45975587,
USDSAR,U.S. DOLLAR / SAUDI ARABIAN RIYAL,3.7485,3.7507,3.7485,3.7505,3.749,3.7485,0.002,0.05335468,0,0,0.05869327,0.05869327,0.05869327,0.04267919,0.06456639,0.03200597,-0.25265957,-0.14643237,0.05869014,0.04428498,0.07812517,Middle East,Exotic,3.7491385,3.7487806,3.7485544,3.7499727,58.29491508,0.0028864,3.74677828,3.75149872,
CHFEUR,SWISS FRANC / EURO,1.0384,1.0397,1.0378,1.0378,1.0386,1.0378,-0.0006,-0.0577812,-0.0006,-0.0577812,0.45494144,0.45494144,0.36750484,-0.99217707,1.24878049,2.5696778,0.8944196,2.76264977,0.18307959,0.37297719,0.36057403,Europe,Minor,1.03899,1.041994,1.035529,1.0232525,46.84864407,0.00364857,1.03016778,1.04781222,Inverted Hammer
USDINR,U.S. DOLLAR / INDIAN RUPEE,83.199,83.255,83.098,83.098,83.148,83.098,-0.101,-0.12139569,-0.101,-0.12139569,0.05056829,0.05056829,-0.08176418,0.1023936,0.43510841,1.58679707,1.79711139,0.48490272,0.18893355,0.16016506,0.23965104,Asia,Exotic,83.08315,82.9216,82.57172,82.345305,52.35389604,0.1896976,82.80909579,83.35720421,
GBPEUR,BRITISH POUND / EURO,1.15546,1.15715,1.15452,1.15588,1.15605,1.15589,0.00042,0.03634916,0.00048,0.04154405,0.21501647,0.21501647,0.10219105,-1.35017496,-1.16291001,1.48200176,1.01197238,2.31742941,0.2278003,0.31674147,0.40706377,Europe,Minor,1.156468,1.161586,1.1622429,1.1485747,46.37622538,0.00462883,1.14747518,1.16546082,Spinning Top White
GBPRON,BRITISH POUND / ROMANIAN LEU,5.7405,5.7484,5.735,5.7394,5.7414,5.7394,-0.0011,-0.01916209,-0.0029,-0.05050241,0.00696986,0.00696986,-0.11138571,-1.18623349,-0.94406379,2.03196388,1.64526698,2.62673223,0.23365301,0.32663379,0.42118084,Europe,Exotic,5.7499,5.756904,5.758586,5.6746665,46.2485917,0.02416038,5.70628074,5.79351926,
GBPDKK,BRITISH POUND / DANISH KRONE,8.6144,8.6292,8.6087,8.6184,8.6214,8.6185,0.004,0.04643388,0.00245,0.02843563,0.32337596,0.32337596,0.12779701,-1.29417963,-1.06075217,1.60056492,1.24892946,2.69413629,0.23813119,0.3319757,0.41902494,Europe,Exotic,8.6225175,8.6583654,8.6605018,8.55354545,46.75267654,0.0356898,8.55333275,8.69170225,
EURRON,EURO / ROMANIAN LEU,4.9679,4.9739,4.96175,4.9647,4.9667,4.9647,-0.0032,-0.06441353,-0.0034,-0.06843663,-0.15284677,-0.15284677,-0.1829587,0.16948127,0.23824426,0.72469355,0.65281298,0.39026166,0.24487328,0.18100192,0.17731949,Europe,Exotic,4.969935,4.954076,4.9522153,4.93747685,49.91913307,0.00904952,4.96210882,4.97776118,
CHFDKK,SWISS FRANC / DANISH KRONE,7.74355,7.7556,7.7366,7.74161,7.74295,7.74161,-0.00194,-0.02505311,-0.00409,-0.05280349,0.45298247,0.45298247,0.39996006,-0.94416153,1.37907102,2.67754946,1.23059823,3.02640334,0.24558592,0.44926755,0.42060126,Europe,Exotic,7.7486465,7.7689676,7.7186077,7.62375075,47.46293421,0.03197645,7.6823998,7.8148932,
