Ticker,Description,Open,High,Low,Price,Ask,Bid,Change from Open,Change from Open %,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,Volatility,Volatility Week,Volatility Month,Region,Group,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern
USDSAR,U.S. DOLLAR / SAUDI ARABIAN RIYAL,3.7485,3.749,3.7485,3.7488,3.7493,3.7488,0.0003,0.0080032,0.0003,0.0080032,-0.04532729,0.01333938,0.01333938,0.02668232,0.04056275,-0.01600256,-0.24481107,-0.19169329,0.01333867,0.03574763,0.06936177,Middle East,Exotic,3.7491535,3.7487306,3.7485704,3.7498937,48.98330697,0.00265715,3.7468136,3.7514934,
USDHKD,U.S. DOLLAR / HONG KONG DOLLAR,7.8313,7.8325,7.8286,7.82974,7.8308,7.8298,-0.00156,-0.01992006,-0.00156,-0.01992006,-0.01992006,-0.01225944,-0.01225944,-0.11761764,0.03308995,-0.25021084,-0.24957544,0.25917152,0.04981734,0.05201463,0.07082422,Asia,Exotic,7.8252375,7.82764,7.8263718,7.83341765,52.33140893,0.00551197,7.81498248,7.83549252,
EURDKK,EURO / DANISH KRONE,7.4566,7.45891,7.45406,7.4565,7.45686,7.45651,-0.0001,-0.00134109,-0.00021,-0.00281626,-0.00281626,-0.00013411,-0.02011263,-0.03351656,0.07072658,0.0899353,0.24710545,0.27662982,0.06506521,0.04431683,0.05650415,Europe,Exotic,7.456288,7.4539568,7.451448,7.44827344,54.42381574,0.00404016,7.45290996,7.45966604,Doji
USDINR,U.S. DOLLAR / INDIAN RUPEE,83.099,83.303,83.099,83.287,83.343,83.293,0.188,0.22623618,0.189,0.2274423,0.2274423,0.2781256,0.33369474,0.18886082,0.96617772,1.54474518,1.18697607,0.71344789,0.2466937,0.15625746,0.22822233,Asia,Exotic,83.1047,82.94306,82.57649,82.34819,58.34389619,0.19079063,82.83779245,83.37160755,
JPYCAD,JAPANESE YEN / CANADIAN DOLLAR,0.009148,0.009173,0.009148,0.009154,0.009162,0.009154,0.000006,0.06558811,0.000006,0.06558811,0.06558811,0.72623239,0.72623239,-1.4321094,-2.54444799,-9.08729765,-3.33685322,-11.38431752,0.27328378,0.66211851,0.58955083,Asia,Minor,0.00912655,0.00922578,0.00932742,0.00973342,48.61274804,0.0000584,0.00900509,0.00924801,"Bullish Harami, Inverted Hammer, Long Upper Shadow"
NZDAUD,NEW ZEALAND DOLLAR / AUSTRALIAN DOLLAR,0.9379,0.94054,0.9378,0.94054,0.94087,0.94047,0.00264,0.2814799,0.00264,0.2814799,0.2814799,0.93796952,0.93796952,2.12493349,1.14964779,1.11484997,6.58039367,0.98457112,0.29217317,0.42722869,0.39833928,Pacific,Minor,0.927303,0.9247198,0.9224095,0.92345665,69.48918063,0.00386028,0.91217592,0.94243008,
CHFCAD,SWISS FRANC / CANADIAN DOLLAR,1.5008,1.5039,1.4995,1.502,1.5036,1.502,0.0012,0.07995736,0.0012,0.07995736,0.07995736,1.27435776,1.27435776,-1.97102206,0.18008404,0.80536913,8.28346911,2.53259608,0.29343114,0.51084259,0.5278038,Europe,Minor,1.49349,1.517238,1.505803,1.491052,50.94320284,0.008223,1.46513152,1.52184848,
GBPEUR,BRITISH POUND / EURO,1.1549,1.1583,1.1549,1.15731,1.15743,1.15726,0.00241,0.20867608,0.00151,0.13064544,0.13064544,0.33899775,0.33899775,-0.71888753,-0.96441835,1.66199633,1.48637272,2.44401168,0.29439778,0.32895528,0.39521549,Europe,Minor,1.156155,1.1613926,1.1623182,1.14871385,49.17938959,0.00454106,1.14774196,1.16456804,
GBPSGD,BRITISH POUND / SINGAPORE DOLLAR,1.6697,1.67056,1.66555,1.66988,1.67009,1.66975,0.00018,0.01078038,0.00008,0.00479099,0.00479099,0.26900444,0.31719332,-1.88834444,-3.34384858,0.90397119,4.77875662,3.09555855,0.30080154,0.48141528,0.45938678,,Exotic,1.674681,1.6973666,1.7005102,1.6677106,39.20885242,0.00832314,1.64940086,1.69996114,Long Lower Shadow
HKDJPY,HONG KONG DOLLAR / JAPANESE YEN,19.0623,19.0623,19.00074,19.00188,19.00237,19.00088,-0.06042,-0.3169607,-0.06042,-0.3169607,-0.3169607,-0.36348001,-0.37810632,1.14780757,5.28500602,11.61635029,2.78698261,13.24191443,0.32398738,0.78200286,0.55963633,,Exotic,18.971385,18.7269516,18.3706235,17.67760035,56.31039878,0.11842968,18.77390942,19.16886058,
EURSGD,EURO / SINGAPORE DOLLAR,1.4413,1.4448,1.4402,1.44271,1.44314,1.4427,0.00141,0.09782835,-0.00219,-0.15156758,-0.15156758,-0.09625372,-0.09625372,-1.22281027,-2.41409632,-0.74029736,3.1450183,0.62844389,0.32634356,0.33777025,0.40699306,,Exotic,1.4485305,1.4612712,1.4628825,1.4515461,39.68748197,0.0061158,1.43329469,1.46376631,
CADJPY,CANADIAN DOLLAR / JAPANESE YEN,109.248,109.338,108.977,109.129,109.175,109.167,-0.119,-0.10892648,-0.119,-0.10892648,-0.10892648,-0.76385163,-0.76385163,1.41629106,2.55328346,9.97138078,3.38101554,12.79716377,0.33126256,0.90033382,0.70844647,Americas,Minor,109.4996,108.32516,107.1734,102.87878,50.96563731,0.83178422,108.03631009,110.96288991,
