Ticker,Description,Open,High,Low,Price,Ask,Bid,Change from Open,Change from Open %,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,Volatility,Volatility Week,Volatility Month,Region,Group,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern
USDSAR,U.S. DOLLAR / SAUDI ARABIAN RIYAL,3.7488,3.7488,3.7487,3.7487,3.7492,3.7487,-0.0001,-0.00266752,-0.0001,-0.00266752,0.00533547,0.0106715,0.00533547,0.02401409,0.03789415,-0.01866965,-0.24747206,-0.1943557,0.00266759,0.02561022,0.06948302,Middle East,Exotic,3.7492785,3.7487046,3.7485574,3.7498447,48.47562479,0.0024745,3.74735259,3.75120441,
EURDKK,EURO / DANISH KRONE,7.45588,7.45702,7.4557,7.4557,7.45652,7.45541,-0.00018,-0.0024142,-0.0009,-0.01206984,-0.01354485,-0.01086299,-0.00603529,-0.04424186,0.06187014,0.08282402,0.2379672,0.26587125,0.01770458,0.03932787,0.05711984,Europe,Exotic,7.4559255,7.4539848,7.4514925,7.44835084,51.11326741,0.00383317,7.45279367,7.45905733,"Long Upper Shadow, Shooting Star"
EURRON,EURO / ROMANIAN LEU,4.963,4.9702,4.963,4.9645,4.9665,4.9645,0.0015,0.03022366,0.0012,0.02417746,-0.01611182,-0.15686905,-0.17092298,0.01208727,0.31522156,0.61693615,0.52851126,0.3862175,0.14507354,0.2590862,0.19743827,Europe,Exotic,4.969705,4.955376,4.9520363,4.93782835,49.75906249,0.01013453,4.96229137,4.97711863,"Long Upper Shadow, Shooting Star"
USDINR,U.S. DOLLAR / INDIAN RUPEE,83.264,83.264,83.142,83.142,83.192,83.142,-0.122,-0.14652191,-0.092,-0.11053175,0.05294953,0.1035446,-0.05409499,0.01443522,0.93110774,1.50408985,0.39849297,0.538109,0.14673691,0.1647977,0.2350641,Asia,Exotic,83.11665,82.95896,82.57928,82.35001,53.18826948,0.18607599,82.88283531,83.35046469,Marubozu Black
USDHKD,U.S. DOLLAR / HONG KONG DOLLAR,7.82848,7.8304,7.81817,7.81817,7.81912,7.8181,-0.01031,-0.13169862,-0.01043,-0.13322944,-0.16766054,-0.16001124,-0.17403407,-0.26521375,-0.10388051,-0.38136619,-0.3978648,0.11101863,0.15643047,0.06950545,0.07807994,Asia,Exotic,7.824697,7.8280682,7.826162,7.8334336,40.07351947,0.00602901,7.81419212,7.83520188,
GBPEUR,BRITISH POUND / EURO,1.15774,1.15871,1.15602,1.15848,1.15855,1.15843,0.00074,0.06391763,0.00052,0.04490656,0.23187403,0.44043697,0.45437203,-0.61851779,-1.3530659,2.0183874,1.74600386,2.547579,0.23269494,0.30665838,0.40632855,Europe,Minor,1.15609,1.1613686,1.1623881,1.1488382,51.31715976,0.00441746,1.14782112,1.16435888,
CADSGD,CANADIAN DOLLAR / SINGAPORE DOLLAR,1.0044,1.0057,1.0032,1.0032,1.004,1.0032,-0.0012,-0.11947431,-0.0014,-0.13935895,0.44052863,-0.24858308,-0.03985652,0.54119062,-0.9771987,1.58987342,-3.83435583,1.48710167,0.24920255,0.42092256,0.41154609,,Exotic,1.007645,1.003568,1.006215,0.9963165,47.57014485,0.00407513,0.99571496,1.01957504,
GBPRON,BRITISH POUND / ROMANIAN LEU,5.7486,5.7558,5.7406,5.751,5.753,5.751,0.0024,0.0417493,0.002,0.03478866,0.17418568,0.20909566,0.24577734,-0.63925363,-1.07508386,2.55358608,2.34370829,2.83415288,0.26478068,0.40060473,0.4410819,Europe,Exotic,5.74762,5.757248,5.759092,5.676369,50.24334247,0.02461073,5.70698791,5.78825209,
GBPDKK,BRITISH POUND / DANISH KRONE,8.63336,8.63917,8.6163,8.6375,8.6394,8.6368,0.00414,0.04795352,0.0074,0.0857464,0.5025418,0.54571149,0.49564276,-0.61443579,-1.29699463,2.10233284,2.02454495,2.92172587,0.26542716,0.3947137,0.4373708,Europe,Exotic,8.617629,8.6562948,8.6614675,8.5556218,51.72064778,0.03642976,8.55275763,8.68250037,
NZDAUD,NEW ZEALAND DOLLAR / AUSTRALIAN DOLLAR,0.93845,0.9402,0.93745,0.93998,0.94023,0.93994,0.00153,0.16303479,0.00161,0.17157411,0.22177204,0.87787079,0.63702451,2.06412804,1.53493848,1.35429471,6.8037723,0.92444464,0.29334898,0.39299697,0.41515022,Pacific,Minor,0.9283005,0.924888,0.9223396,0.9235012,69.0884665,0.0038148,0.91318071,0.94342029,
EURGBP,EURO / BRITISH POUND,0.86302,0.86555,0.86297,0.86313,0.86333,0.86311,0.00011,0.01274594,-0.00001,-0.00115856,-0.20464794,-0.41075817,-0.41994993,0.65303838,1.42419008,-1.95715389,-1.68914301,-2.45355092,0.29896752,0.34550286,0.43082573,Europe,Minor,0.8645065,0.860577,0.8598311,0.8701082,49.70306054,0.00352011,0.85838261,0.87063039,"Gravestone Doji, Long Upper Shadow"
CHFCAD,SWISS FRANC / CANADIAN DOLLAR,1.4989,1.5034,1.4988,1.5002,1.5018,1.5002,0.0013,0.08673027,0.0016,0.10676632,-0.03997868,1.15299036,0.77248606,-2.0885002,-0.25929127,0.05335468,8.7259023,2.4097208,0.3202562,0.5034634,0.54462256,Europe,Minor,1.49232,1.516764,1.505799,1.491236,49.69080897,0.0080382,1.46671167,1.51792833,
AUDNZD,AUSTRALIAN DOLLAR / NEW ZEALAND DOLLAR,1.06458,1.06695,1.06343,1.06355,1.06381,1.0635,-0.00103,-0.09675177,-0.00113,-0.10613518,-0.16895856,-0.81600298,-0.51819772,-1.95617504,-1.43736215,-1.19379413,-6.3174399,-0.87146985,0.33100439,0.43814087,0.43752741,Pacific,Minor,1.0763565,1.0802554,1.0832197,1.0818563,31.30378948,0.00469026,1.05891199,1.09380101,
USDCAD,U.S. DOLLAR / CANADIAN DOLLAR,1.35887,1.36171,1.35695,1.35781,1.35793,1.3579,-0.00106,-0.07800599,-0.00106,-0.07800599,-0.60683698,0.00810194,-0.66137469,-0.74705964,2.62493576,1.01926182,-1.15673,0.25843418,0.35078669,0.61368826,0.57164407,Americas,Major,1.355501,1.3534196,1.3412959,1.34586055,50.92579526,0.00777719,1.33709221,1.37390979,
USDSGD,U.S. DOLLAR / SINGAPORE DOLLAR,1.36546,1.36765,1.3627,1.36279,1.36306,1.36274,-0.00267,-0.1955385,-0.00272,-0.19919298,-0.15459008,-0.17653091,-0.68720759,-0.20577036,1.64461417,2.67384917,-4.89287459,1.68936313,0.36324943,0.45235001,0.40357961,Asia,Exotic,1.3660065,1.358464,1.3497974,1.34112005,48.44464398,0.00570262,1.35898975,1.37302325,
SGDCHF,SINGAPORE DOLLAR / SWISS FRANC,0.6629,0.6644,0.6619,0.6638,0.6639,0.6637,0.0009,0.13576708,0.0006,0.09047045,-0.3452935,-0.83657006,-0.65848548,1.57612854,1.266209,-1.5717675,-4.29642445,-3.43322665,0.37770056,0.47526356,0.45072185,,Exotic,0.66397,0.655988,0.659088,0.672376,54.12564929,0.00311828,0.6539215,0.6740185,
JPYCAD,JAPANESE YEN / CANADIAN DOLLAR,0.009154,0.009157,0.009122,0.009129,0.009137,0.009129,-0.000025,-0.27310465,-0.000018,-0.19678583,-0.20769567,0.45114437,0.09868421,-1.7013029,-3.16113292,-9.48839976,-3.31497564,-11.62633107,0.38368779,0.53710118,0.6075132,Asia,Minor,0.0091221,0.00922252,0.00932121,0.00972687,46.03129986,0.00005679,0.0090073,0.0092369,
GBPSGD,BRITISH POUND / SINGAPORE DOLLAR,1.67172,1.67581,1.66938,1.67422,1.67451,1.67417,0.0025,0.14954657,0.00297,0.17771129,0.26470236,0.5296025,0.94419255,-1.63335331,-3.39960996,1.05325422,5.36975266,3.36350278,0.38517294,0.50782902,0.4800658,,Exotic,1.673507,1.6967464,1.7005486,1.66804125,44.43574909,0.00825349,1.65077571,1.69623829,
SGDHKD,SINGAPORE DOLLAR / HONG KONG DOLLAR,5.7265,5.7435,5.7207,5.7358,5.7374,5.7359,0.0093,0.16240286,0.0059,0.10296864,0.00697423,0.0855014,0.62100905,-0.031372,-1.66469509,-2.88839225,4.74816465,-1.56005973,0.39855262,0.45337083,0.39224937,Asia,Exotic,5.72463,5.758958,5.794619,5.8379395,49.71869682,0.02339562,5.6973537,5.7519063,
CADHKD,CANADIAN DOLLAR / HONG KONG DOLLAR,5.75834,5.76927,5.74552,5.75721,5.75795,5.7572,-0.00113,-0.01962371,-0.00133,-0.02309613,0.4590902,-0.15244537,0.52434182,0.52030499,-2.66054844,-1.37001086,0.78796261,-0.08313086,0.41336554,0.61843406,0.62443081,,Exotic,5.77079,5.7821116,5.8337294,5.8191458,47.58809977,0.03658244,5.69899075,5.84258925,Doji
CHFSGD,SWISS FRANC / SINGAPORE DOLLAR,1.50508,1.51073,1.50503,1.50616,1.5066,1.50607,0.00108,0.07175698,0.00188,0.12497673,0.41066667,0.90848184,0.76805738,-1.49636373,-1.2166248,1.64531847,4.5653985,3.92542452,0.42856289,0.4936958,0.47316139,,Exotic,1.504152,1.5224226,1.5154754,1.48633615,47.43712745,0.00735737,1.48156925,1.52673475,Long Upper Shadow
USDCNH,U.S. DOLLAR / OFFSHORE CHINESE YUAN,7.29136,7.30119,7.26999,7.28518,7.28664,7.2859,-0.00618,-0.08475785,-0.00538,-0.07379406,-0.29970932,-0.10667822,-0.46602881,-0.71940877,1.04341916,5.92958365,2.25359388,5.46661127,0.42916153,0.35427303,0.38065293,Asia,Exotic,7.300558,7.2860002,7.2274709,7.05062855,46.37303188,0.02766109,7.27193019,7.32918581,
CADCHF,CANADIAN DOLLAR / SWISS FRANC,0.66608,0.66761,0.66473,0.66621,0.66641,0.66614,0.00013,0.01951718,-0.00044,-0.06600165,0.12925528,-1.05449199,-0.70646099,2.19198675,0.28148237,0.00150105,-7.94644338,-2.35104434,0.43325862,0.60628765,0.65445877,Americas,Minor,0.669396,0.6587076,0.6635304,0.6700846,50.78549323,0.00427147,0.6578189,0.6809731,Doji
